file_name,document_type,responsible_owner,type,value,score
it_access_request_clean_0193.pdf,IT Access Request,Elena Hoffmann,ORGANIZATION,"Reviewer: Identity & Access Team
Comments",0.85
it_access_request_clean_0193.pdf,IT Access Request,Elena Hoffmann,PERSON,M. Braun,0.85
it_access_request_clean_0193.pdf,IT Access Request,Elena Hoffmann,DATE_TIME,Aug 2020,0.85
it_access_request_clean_0194.pdf,IT Access Request,Priya Nair,ORGANIZATION,Team Lead,0.85
it_access_request_clean_0194.pdf,IT Access Request,Priya Nair,ORGANIZATION,IT Service Desk,0.85
it_access_request_clean_0195.pdf,IT Access Request,Noah Becker,ORGANIZATION,Digital Operations,0.85
it_access_request_clean_0195.pdf,IT Access Request,Noah Becker,ORGANIZATION,MFA,0.85
it_access_request_clean_0195.pdf,IT Access Request,Noah Becker,PERSON,J. Keller,0.85
it_access_request_clean_0195.pdf,IT Access Request,Noah Becker,DATE_TIME,11 Nov 2020,0.85
it_access_request_clean_0196.pdf,IT Access Request,Max Wagner,ORGANIZATION,Digital Operations,0.85
it_access_request_clean_0196.pdf,IT Access Request,Max Wagner,ORGANIZATION,MFA,0.85
it_access_request_clean_0196.pdf,IT Access Request,Max Wagner,PERSON,J. Keller,0.85
it_access_request_clean_0196.pdf,IT Access Request,Max Wagner,DATE_TIME,Dec 2020,0.85
it_access_request_clean_0197.pdf,IT Access Request,Lukas Weber,ORGANIZATION,"Reviewer: Identity & Access Team
Comments",0.85
it_access_request_clean_0197.pdf,IT Access Request,Lukas Weber,PERSON,M. Braun,0.85
it_access_request_clean_0197.pdf,IT Access Request,Lukas Weber,DATE_TIME,Jan 2021,0.85
it_access_request_clean_0199.pdf,IT Access Request,Elena Hoffmann,ORGANIZATION,"Reviewer: Identity & Access Team
Comments",0.85
it_access_request_clean_0199.pdf,IT Access Request,Elena Hoffmann,PERSON,M. Braun,0.85
it_access_request_clean_0199.pdf,IT Access Request,Elena Hoffmann,DATE_TIME,Apr 2021,0.85
it_access_request_clean_0200.pdf,IT Access Request,Lukas Weber,ORGANIZATION,Team Lead,0.85
it_access_request_clean_0200.pdf,IT Access Request,Lukas Weber,ORGANIZATION,IT Service Desk,0.85
incident_report_finding_0201.pdf,Incident Report,Sofia Hartmann,DATE_TIME,Jun 2021,0.85
incident_report_finding_0201.pdf,Incident Report,Sofia Hartmann,PERSON,Maria Schmidt,0.85
incident_report_finding_0201.pdf,Incident Report,Sofia Hartmann,ORGANIZATION,Corrective Action,0.85
incident_report_finding_0201.pdf,Incident Report,Sofia Hartmann,PERSON,Maria Schmidt,0.85
incident_report_finding_0201.pdf,Incident Report,Sofia Hartmann,DATE_TIME,30 May 2026,0.85
incident_report_finding_0202.pdf,Incident Report,Lukas Weber,DATE_TIME,Jul 2021,0.85
incident_report_finding_0202.pdf,Incident Report,Lukas Weber,PERSON,Elena Fischer,0.85
incident_report_finding_0202.pdf,Incident Report,Lukas Weber,ORGANIZATION,Driver's License Number,0.85
incident_report_finding_0202.pdf,Incident Report,Lukas Weber,ORGANIZATION,Corrective Action,0.85
incident_report_finding_0202.pdf,Incident Report,Lukas Weber,PERSON,Elena Fischer,0.85
incident_report_finding_0202.pdf,Incident Report,Lukas Weber,DATE_TIME,30 May 2026,0.85
incident_report_finding_0202.pdf,Incident Report,Lukas Weber,PHONE_NUMBER,4409-1182-21,0.75
incident_report_finding_0203.pdf,Incident Report,Maria Schmidt,DATE_TIME,Sept 2021,0.85
incident_report_finding_0203.pdf,Incident Report,Maria Schmidt,PERSON,Jonas Keller,0.85
incident_report_finding_0203.pdf,Incident Report,Maria Schmidt,LOCATION,Bangalore,0.85
incident_report_finding_0203.pdf,Incident Report,Maria Schmidt,DATE_TIME,2022-09-03,0.85
incident_report_finding_0203.pdf,Incident Report,Maria Schmidt,LOCATION,Pune,0.85
incident_report_finding_0203.pdf,Incident Report,Maria Schmidt,DATE_TIME,2022-09-07,0.85
incident_report_finding_0203.pdf,Incident Report,Maria Schmidt,LOCATION,Chennai,0.85
incident_report_finding_0203.pdf,Incident Report,Maria Schmidt,DATE_TIME,2022-09-09,0.85
incident_report_finding_0203.pdf,Incident Report,Maria Schmidt,ORGANIZATION,Corrective Action,0.85
incident_report_finding_0203.pdf,Incident Report,Maria Schmidt,PERSON,Jonas Keller,0.85
incident_report_finding_0203.pdf,Incident Report,Maria Schmidt,DATE_TIME,May 2026,0.85
incident_report_finding_0204.pdf,Incident Report,Maria Schmidt,CREDIT_CARD,3782 822463 10005,1.0
incident_report_finding_0204.pdf,Incident Report,Maria Schmidt,DATE_TIME,Oct 2021,0.85
incident_report_finding_0204.pdf,Incident Report,Maria Schmidt,DATE_TIME,"5519
Billing / Shipping Address: Am Markt 5",0.85
incident_report_finding_0204.pdf,Incident Report,Maria Schmidt,LOCATION,Dresden,0.85
incident_report_finding_0204.pdf,Incident Report,Maria Schmidt,LOCATION,Germany,0.85
incident_report_finding_0204.pdf,Incident Report,Maria Schmidt,ORGANIZATION,Corporate Credit Card,0.85
incident_report_finding_0204.pdf,Incident Report,Maria Schmidt,ORGANIZATION,Corrective Action,0.85
incident_report_finding_0204.pdf,Incident Report,Maria Schmidt,DATE_TIME,May 2026,0.85
incident_report_finding_0204.pdf,Incident Report,Maria Schmidt,PHONE_NUMBER,+49 172 3310 5519,0.75
incident_report_finding_0205.pdf,Incident Report,Noah Becker,DATE_TIME,16 Nov 2021,0.85
incident_report_finding_0205.pdf,Incident Report,Noah Becker,ORGANIZATION,Corrective Action,0.85
incident_report_finding_0205.pdf,Incident Report,Noah Becker,DATE_TIME,May 2026,0.85
incident_report_finding_0205.pdf,Incident Report,Noah Becker,URL,maria.sc,0.5
incident_report_finding_0206.pdf,Incident Report,Elena Hoffmann,DATE_TIME,Dec 2021,0.85
incident_report_finding_0206.pdf,Incident Report,Elena Hoffmann,PERSON,Elena Fischer,0.85
incident_report_finding_0206.pdf,Incident Report,Elena Hoffmann,PERSON,elena dot fischer,0.85
incident_report_finding_0206.pdf,Incident Report,Elena Hoffmann,PERSON,"E. Fischer
Incident Report",0.85
incident_report_finding_0206.pdf,Incident Report,Elena Hoffmann,ORGANIZATION,Corrective Action,0.85
incident_report_finding_0206.pdf,Incident Report,Elena Hoffmann,PERSON,Elena Fischer,0.85
incident_report_finding_0206.pdf,Incident Report,Elena Hoffmann,DATE_TIME,30 May 2026,0.85
incident_report_finding_0207.pdf,Incident Report,Noah Becker,DATE_TIME,Jan 2022,0.85
incident_report_finding_0207.pdf,Incident Report,Noah Becker,PERSON,Jonas Keller,0.85
incident_report_finding_0207.pdf,Incident Report,Noah Becker,PERSON,security_camera_still_keller.jpg,0.85
incident_report_finding_0207.pdf,Incident Report,Noah Becker,PERSON,Jonas Keller,0.85
incident_report_finding_0207.pdf,Incident Report,Noah Becker,ORGANIZATION,Corrective Action,0.85
incident_report_finding_0207.pdf,Incident Report,Noah Becker,PERSON,Jonas Keller,0.85
incident_report_finding_0207.pdf,Incident Report,Noah Becker,DATE_TIME,30 May 2026,0.85
incident_report_finding_0207.pdf,Incident Report,Noah Becker,URL,keller.jp,0.5
incident_report_finding_0208.pdf,Incident Report,Tom Nguyen,DATE_TIME,1994-02-19,0.95
incident_report_finding_0208.pdf,Incident Report,Tom Nguyen,DATE_TIME,07 Mar 2022,0.85
incident_report_finding_0208.pdf,Incident Report,Tom Nguyen,PERSON,Nina Beck,0.85
incident_report_finding_0208.pdf,Incident Report,Tom Nguyen,ORGANIZATION,MED-DE-510483,0.85
incident_report_finding_0208.pdf,Incident Report,Tom Nguyen,ORGANIZATION,Corrective Action,0.85
incident_report_finding_0208.pdf,Incident Report,Tom Nguyen,PERSON,Nina Beck,0.85
incident_report_finding_0208.pdf,Incident Report,Tom Nguyen,DATE_TIME,May 2026,0.85
incident_report_finding_0209.pdf,Incident Report,Priya Nair,DATE_TIME,Apr 2022,0.85
incident_report_finding_0209.pdf,Incident Report,Priya Nair,LOCATION,Stuttgart,0.85
incident_report_finding_0209.pdf,Incident Report,Priya Nair,DATE_TIME,2022-03-11,0.85
incident_report_finding_0209.pdf,Incident Report,Priya Nair,LOCATION,Lyon,0.85
incident_report_finding_0209.pdf,Incident Report,Priya Nair,DATE_TIME,2022-04-18,0.85
incident_report_finding_0209.pdf,Incident Report,Priya Nair,LOCATION,Milan,0.85
incident_report_finding_0209.pdf,Incident Report,Priya Nair,DATE_TIME,2022-05-09,0.85
incident_report_finding_0209.pdf,Incident Report,Priya Nair,ORGANIZATION,"MED-DE-440912
",0.85
incident_report_finding_0209.pdf,Incident Report,Priya Nair,ORGANIZATION,Corrective Action,0.85
incident_report_finding_0209.pdf,Incident Report,Priya Nair,DATE_TIME,May 2026,0.85
incident_report_finding_0210.pdf,Incident Report,Anna Keller,DATE_TIME,May 2022,0.85
incident_report_finding_0210.pdf,Incident Report,Anna Keller,PERSON,elena dot fischer,0.85
incident_report_finding_0210.pdf,Incident Report,Anna Keller,ORGANIZATION,Corrective Action,0.85
incident_report_finding_0210.pdf,Incident Report,Anna Keller,DATE_TIME,May 2026,0.85
incident_report_finding_0211.pdf,Incident Report,Maria Schmidt,DATE_TIME,Jun 2022,0.85
incident_report_finding_0211.pdf,Incident Report,Maria Schmidt,ORGANIZATION,Corrective Action,0.85
incident_report_finding_0211.pdf,Incident Report,Maria Schmidt,DATE_TIME,May 2026,0.85
incident_report_finding_0212.pdf,Incident Report,Lukas Weber,DATE_TIME,02 Aug 2022,0.85
incident_report_finding_0212.pdf,Incident Report,Lukas Weber,LOCATION,Nuremberg,0.85
incident_report_finding_0212.pdf,Incident Report,Lukas Weber,ORGANIZATION,"Germany
Incident Report",0.85
incident_report_finding_0212.pdf,Incident Report,Lukas Weber,ORGANIZATION,Corrective Action,0.85
incident_report_finding_0212.pdf,Incident Report,Lukas Weber,DATE_TIME,30 May 2026,0.85
incident_report_clean_0214.pdf,Incident Report,Lukas Weber,DATE_TIME,Oct 2022,0.85
incident_report_clean_0214.pdf,Incident Report,Lukas Weber,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0214.pdf,Incident Report,Lukas Weber,DATE_TIME,May 2026,0.85
incident_report_clean_0215.pdf,Incident Report,Tom Nguyen,ORGANIZATION,Team Lead,0.85
incident_report_clean_0215.pdf,Incident Report,Tom Nguyen,ORGANIZATION,IT Service Desk,0.85
incident_report_clean_0216.pdf,Incident Report,Maria Schmidt,DATE_TIME,Dec 2022,0.85
incident_report_clean_0216.pdf,Incident Report,Maria Schmidt,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0216.pdf,Incident Report,Maria Schmidt,DATE_TIME,May 2026,0.85
incident_report_clean_0217.pdf,Incident Report,Max Wagner,DATE_TIME,03 Feb 2023,0.85
incident_report_clean_0217.pdf,Incident Report,Max Wagner,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0217.pdf,Incident Report,Max Wagner,DATE_TIME,May 2026,0.85
incident_report_clean_0217.pdf,Incident Report,Max Wagner,ORGANIZATION,Signature,0.85
incident_report_clean_0218.pdf,Incident Report,Max Wagner,DATE_TIME,Mar 2023,0.85
incident_report_clean_0218.pdf,Incident Report,Max Wagner,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0218.pdf,Incident Report,Max Wagner,DATE_TIME,May 2026,0.85
incident_report_clean_0220.pdf,Incident Report,Max Wagner,ORGANIZATION,Team Lead,0.85
incident_report_clean_0220.pdf,Incident Report,Max Wagner,ORGANIZATION,IT Service Desk,0.85
incident_report_clean_0221.pdf,Incident Report,Lukas Weber,DATE_TIME,Jul 2023,0.85
incident_report_clean_0221.pdf,Incident Report,Lukas Weber,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0221.pdf,Incident Report,Lukas Weber,DATE_TIME,May 2026,0.85
incident_report_clean_0222.pdf,Incident Report,Maria Schmidt,DATE_TIME,07 Aug 2023,0.85
incident_report_clean_0222.pdf,Incident Report,Maria Schmidt,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0222.pdf,Incident Report,Maria Schmidt,DATE_TIME,May 2026,0.85
incident_report_clean_0224.pdf,Incident Report,Maria Schmidt,DATE_TIME,Oct 2023,0.85
incident_report_clean_0224.pdf,Incident Report,Maria Schmidt,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0224.pdf,Incident Report,Maria Schmidt,DATE_TIME,May 2026,0.85
incident_report_clean_0225.pdf,Incident Report,Maria Schmidt,DATE_TIME,Nov 2023,0.85
incident_report_clean_0225.pdf,Incident Report,Maria Schmidt,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0225.pdf,Incident Report,Maria Schmidt,DATE_TIME,May 2026,0.85
incident_report_clean_0226.pdf,Incident Report,Anna Keller,DATE_TIME,02 Jan 2024,0.85
incident_report_clean_0226.pdf,Incident Report,Anna Keller,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0226.pdf,Incident Report,Anna Keller,DATE_TIME,May 2026,0.85
incident_report_clean_0228.pdf,Incident Report,Noah Becker,DATE_TIME,Mar 2024,0.85
incident_report_clean_0228.pdf,Incident Report,Noah Becker,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0228.pdf,Incident Report,Noah Becker,DATE_TIME,May 2026,0.85
incident_report_clean_0229.pdf,Incident Report,Elena Hoffmann,DATE_TIME,Apr 2024,0.85
incident_report_clean_0229.pdf,Incident Report,Elena Hoffmann,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0229.pdf,Incident Report,Elena Hoffmann,DATE_TIME,May 2026,0.85
incident_report_clean_0231.pdf,Incident Report,Anna Keller,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0231.pdf,Incident Report,Anna Keller,DATE_TIME,May 2026,0.85
incident_report_clean_0232.pdf,Incident Report,Elena Hoffmann,DATE_TIME,Aug 2024,0.85
incident_report_clean_0232.pdf,Incident Report,Elena Hoffmann,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0232.pdf,Incident Report,Elena Hoffmann,DATE_TIME,May 2026,0.85
incident_report_clean_0233.pdf,Incident Report,Tom Nguyen,DATE_TIME,Sept 2024,0.85
incident_report_clean_0233.pdf,Incident Report,Tom Nguyen,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0233.pdf,Incident Report,Tom Nguyen,DATE_TIME,May 2026,0.85
incident_report_clean_0235.pdf,Incident Report,Tom Nguyen,DATE_TIME,30 Nov 2024,0.85
incident_report_clean_0235.pdf,Incident Report,Tom Nguyen,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0235.pdf,Incident Report,Tom Nguyen,DATE_TIME,May 2026,0.85
incident_report_clean_0237.pdf,Incident Report,Anna Keller,DATE_TIME,Feb 2025,0.85
incident_report_clean_0237.pdf,Incident Report,Anna Keller,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0237.pdf,Incident Report,Anna Keller,DATE_TIME,May 2026,0.85
incident_report_clean_0240.pdf,Incident Report,Jonas Fischer,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0240.pdf,Incident Report,Jonas Fischer,DATE_TIME,May 2026,0.85
incident_report_clean_0240.pdf,Incident Report,Jonas Fischer,ORGANIZATION,Team Lead,0.85
incident_report_clean_0240.pdf,Incident Report,Jonas Fischer,ORGANIZATION,IT Service Desk,0.85
incident_report_clean_0241.pdf,Incident Report,Anna Keller,DATE_TIME,Jul 2025,0.85
incident_report_clean_0241.pdf,Incident Report,Anna Keller,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0241.pdf,Incident Report,Anna Keller,DATE_TIME,May 2026,0.85
incident_report_clean_0245.pdf,Incident Report,Maria Schmidt,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0245.pdf,Incident Report,Maria Schmidt,DATE_TIME,May 2026,0.85
incident_report_clean_0247.pdf,Incident Report,Maria Schmidt,DATE_TIME,Feb 2026,0.85
incident_report_clean_0247.pdf,Incident Report,Maria Schmidt,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0247.pdf,Incident Report,Maria Schmidt,DATE_TIME,May 2026,0.85
incident_report_clean_0247.pdf,Incident Report,Maria Schmidt,ORGANIZATION,Team Lead,0.85
incident_report_clean_0247.pdf,Incident Report,Maria Schmidt,ORGANIZATION,IT Service Desk,0.85
incident_report_clean_0251.pdf,Incident Report,Elena Hoffmann,DATE_TIME,Mar 2020,0.85
incident_report_clean_0251.pdf,Incident Report,Elena Hoffmann,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0251.pdf,Incident Report,Elena Hoffmann,DATE_TIME,May 2026,0.85
incident_report_clean_0252.pdf,Incident Report,Jonas Fischer,DATE_TIME,04 May 2020,0.85
incident_report_clean_0252.pdf,Incident Report,Jonas Fischer,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0252.pdf,Incident Report,Jonas Fischer,DATE_TIME,May 2026,0.85
incident_report_clean_0253.pdf,Incident Report,Anna Keller,DATE_TIME,Jun 2020,0.85
incident_report_clean_0253.pdf,Incident Report,Anna Keller,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0253.pdf,Incident Report,Anna Keller,DATE_TIME,May 2026,0.85
incident_report_clean_0253.pdf,Incident Report,Anna Keller,ORGANIZATION,Team Lead,0.85
incident_report_clean_0253.pdf,Incident Report,Anna Keller,ORGANIZATION,IT Service Desk,0.85
incident_report_clean_0254.pdf,Incident Report,Elena Hoffmann,DATE_TIME,Jul 2020,0.85
incident_report_clean_0254.pdf,Incident Report,Elena Hoffmann,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0254.pdf,Incident Report,Elena Hoffmann,DATE_TIME,May 2026,0.85
incident_report_clean_0255.pdf,Incident Report,Maria Schmidt,DATE_TIME,Aug 2020,0.85
incident_report_clean_0255.pdf,Incident Report,Maria Schmidt,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0255.pdf,Incident Report,Maria Schmidt,DATE_TIME,May 2026,0.85
incident_report_clean_0256.pdf,Incident Report,Tom Nguyen,DATE_TIME,Sept 2020,0.85
incident_report_clean_0256.pdf,Incident Report,Tom Nguyen,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0256.pdf,Incident Report,Tom Nguyen,DATE_TIME,May 2026,0.85
incident_report_clean_0257.pdf,Incident Report,Maria Schmidt,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0257.pdf,Incident Report,Maria Schmidt,DATE_TIME,May 2026,0.85
incident_report_clean_0258.pdf,Incident Report,Priya Nair,DATE_TIME,Dec 2020,0.85
incident_report_clean_0258.pdf,Incident Report,Priya Nair,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0258.pdf,Incident Report,Priya Nair,DATE_TIME,May 2026,0.85
incident_report_clean_0259.pdf,Incident Report,Lukas Weber,DATE_TIME,Jan 2021,0.85
incident_report_clean_0259.pdf,Incident Report,Lukas Weber,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0259.pdf,Incident Report,Lukas Weber,DATE_TIME,May 2026,0.85
incident_report_clean_0259.pdf,Incident Report,Lukas Weber,ORGANIZATION,Team Lead,0.85
incident_report_clean_0259.pdf,Incident Report,Lukas Weber,ORGANIZATION,IT Service Desk,0.85
incident_report_clean_0261.pdf,Incident Report,Noah Becker,DATE_TIME,02 Apr 2021,0.85
incident_report_clean_0261.pdf,Incident Report,Noah Becker,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0261.pdf,Incident Report,Noah Becker,DATE_TIME,May 2026,0.85
incident_report_clean_0262.pdf,Incident Report,Jonas Fischer,DATE_TIME,09 May 2021,0.85
incident_report_clean_0262.pdf,Incident Report,Jonas Fischer,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0262.pdf,Incident Report,Jonas Fischer,DATE_TIME,May 2026,0.85
incident_report_clean_0262.pdf,Incident Report,Jonas Fischer,ORGANIZATION,Team Lead,0.85
incident_report_clean_0262.pdf,Incident Report,Jonas Fischer,ORGANIZATION,IT Service Desk,0.85
incident_report_clean_0263.pdf,Incident Report,Anna Keller,DATE_TIME,Jun 2021,0.85
incident_report_clean_0263.pdf,Incident Report,Anna Keller,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0263.pdf,Incident Report,Anna Keller,DATE_TIME,May 2026,0.85
incident_report_clean_0263.pdf,Incident Report,Anna Keller,ORGANIZATION,Team Lead,0.85
incident_report_clean_0263.pdf,Incident Report,Anna Keller,ORGANIZATION,IT Service Desk,0.85
incident_report_clean_0264.pdf,Incident Report,Anna Keller,DATE_TIME,Jul 2021,0.85
incident_report_clean_0264.pdf,Incident Report,Anna Keller,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0264.pdf,Incident Report,Anna Keller,DATE_TIME,May 2026,0.85
incident_report_clean_0265.pdf,Incident Report,Sofia Hartmann,DATE_TIME,Aug 2021,0.85
incident_report_clean_0265.pdf,Incident Report,Sofia Hartmann,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0265.pdf,Incident Report,Sofia Hartmann,DATE_TIME,May 2026,0.85
incident_report_clean_0266.pdf,Incident Report,Max Wagner,DATE_TIME,04 Oct 2021,0.85
incident_report_clean_0266.pdf,Incident Report,Max Wagner,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0266.pdf,Incident Report,Max Wagner,DATE_TIME,May 2026,0.85
incident_report_clean_0268.pdf,Incident Report,Elena Hoffmann,DATE_TIME,Dec 2021,0.85
incident_report_clean_0268.pdf,Incident Report,Elena Hoffmann,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0268.pdf,Incident Report,Elena Hoffmann,DATE_TIME,May 2026,0.85
incident_report_clean_0269.pdf,Incident Report,Maria Schmidt,DATE_TIME,Jan 2022,0.85
incident_report_clean_0269.pdf,Incident Report,Maria Schmidt,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0269.pdf,Incident Report,Maria Schmidt,DATE_TIME,May 2026,0.85
incident_report_clean_0271.pdf,Incident Report,Noah Becker,DATE_TIME,07 Apr 2022,0.85
incident_report_clean_0271.pdf,Incident Report,Noah Becker,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0271.pdf,Incident Report,Noah Becker,DATE_TIME,May 2026,0.85
incident_report_clean_0272.pdf,Incident Report,Lukas Weber,DATE_TIME,May 2022,0.85
incident_report_clean_0272.pdf,Incident Report,Lukas Weber,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0272.pdf,Incident Report,Lukas Weber,DATE_TIME,May 2026,0.85
incident_report_clean_0273.pdf,Incident Report,Elena Hoffmann,DATE_TIME,Jun 2022,0.85
incident_report_clean_0273.pdf,Incident Report,Elena Hoffmann,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0273.pdf,Incident Report,Elena Hoffmann,DATE_TIME,May 2026,0.85
incident_report_clean_0274.pdf,Incident Report,Priya Nair,ORGANIZATION,Team Lead,0.85
incident_report_clean_0274.pdf,Incident Report,Priya Nair,ORGANIZATION,IT Service Desk,0.85
incident_report_clean_0276.pdf,Incident Report,Sofia Hartmann,ORGANIZATION,Team Lead,0.85
incident_report_clean_0276.pdf,Incident Report,Sofia Hartmann,ORGANIZATION,IT Service Desk,0.85
incident_report_clean_0277.pdf,Incident Report,Sofia Hartmann,DATE_TIME,15 Nov 2022,0.85
incident_report_clean_0277.pdf,Incident Report,Sofia Hartmann,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0277.pdf,Incident Report,Sofia Hartmann,DATE_TIME,May 2026,0.85
incident_report_clean_0278.pdf,Incident Report,Noah Becker,DATE_TIME,Dec 2022,0.85
incident_report_clean_0278.pdf,Incident Report,Noah Becker,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0278.pdf,Incident Report,Noah Becker,DATE_TIME,May 2026,0.85
incident_report_clean_0279.pdf,Incident Report,Jonas Fischer,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0279.pdf,Incident Report,Jonas Fischer,DATE_TIME,May 2026,0.85
incident_report_clean_0279.pdf,Incident Report,Jonas Fischer,ORGANIZATION,Team Lead,0.85
incident_report_clean_0279.pdf,Incident Report,Jonas Fischer,ORGANIZATION,IT Service Desk,0.85
incident_report_clean_0280.pdf,Incident Report,Lukas Weber,DATE_TIME,06 Mar 2023,0.85
incident_report_clean_0280.pdf,Incident Report,Lukas Weber,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0280.pdf,Incident Report,Lukas Weber,DATE_TIME,May 2026,0.85
incident_report_clean_0281.pdf,Incident Report,Lukas Weber,DATE_TIME,Apr 2023,0.85
incident_report_clean_0281.pdf,Incident Report,Lukas Weber,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0281.pdf,Incident Report,Lukas Weber,DATE_TIME,May 2026,0.85
incident_report_clean_0281.pdf,Incident Report,Lukas Weber,ORGANIZATION,Team Lead,0.85
incident_report_clean_0281.pdf,Incident Report,Lukas Weber,ORGANIZATION,IT Service Desk,0.85
incident_report_clean_0282.pdf,Incident Report,Tom Nguyen,DATE_TIME,May 2023,0.85
incident_report_clean_0282.pdf,Incident Report,Tom Nguyen,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0282.pdf,Incident Report,Tom Nguyen,DATE_TIME,May 2026,0.85
incident_report_clean_0282.pdf,Incident Report,Tom Nguyen,ORGANIZATION,Team Lead,0.85
incident_report_clean_0282.pdf,Incident Report,Tom Nguyen,ORGANIZATION,IT Service Desk,0.85
incident_report_clean_0283.pdf,Incident Report,Jonas Fischer,DATE_TIME,Jun 2023,0.85
incident_report_clean_0283.pdf,Incident Report,Jonas Fischer,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0283.pdf,Incident Report,Jonas Fischer,DATE_TIME,May 2026,0.85
incident_report_clean_0283.pdf,Incident Report,Jonas Fischer,ORGANIZATION,Team Lead,0.85
incident_report_clean_0283.pdf,Incident Report,Jonas Fischer,ORGANIZATION,IT Service Desk,0.85
incident_report_clean_0284.pdf,Incident Report,Max Wagner,DATE_TIME,Aug 2023,0.85
incident_report_clean_0284.pdf,Incident Report,Max Wagner,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0284.pdf,Incident Report,Max Wagner,DATE_TIME,May 2026,0.85
incident_report_clean_0285.pdf,Incident Report,Noah Becker,DATE_TIME,07 Sept 2023,0.85
incident_report_clean_0285.pdf,Incident Report,Noah Becker,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0285.pdf,Incident Report,Noah Becker,DATE_TIME,May 2026,0.85
incident_report_clean_0286.pdf,Incident Report,Max Wagner,DATE_TIME,Oct 2023,0.85
incident_report_clean_0286.pdf,Incident Report,Max Wagner,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0286.pdf,Incident Report,Max Wagner,DATE_TIME,May 2026,0.85
incident_report_clean_0286.pdf,Incident Report,Max Wagner,ORGANIZATION,Team Lead,0.85
incident_report_clean_0286.pdf,Incident Report,Max Wagner,ORGANIZATION,IT Service Desk,0.85
incident_report_clean_0287.pdf,Incident Report,Noah Becker,DATE_TIME,20 Nov 2023,0.85
incident_report_clean_0287.pdf,Incident Report,Noah Becker,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0287.pdf,Incident Report,Noah Becker,DATE_TIME,May 2026,0.85
incident_report_clean_0289.pdf,Incident Report,Elena Hoffmann,DATE_TIME,02 Feb 2024,0.85
incident_report_clean_0289.pdf,Incident Report,Elena Hoffmann,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0289.pdf,Incident Report,Elena Hoffmann,DATE_TIME,May 2026,0.85
incident_report_clean_0290.pdf,Incident Report,Lukas Weber,DATE_TIME,Mar 2024,0.85
incident_report_clean_0290.pdf,Incident Report,Lukas Weber,ORGANIZATION,Corrective Action,0.85
incident_report_clean_0290.pdf,Incident Report,Lukas Weber,DATE_TIME,May 2026,0.85
incident_report_clean_0291.pdf,Incident Report,Maria Schmidt,ORGANIZATION,Team Lead,0.85
incident_report_clean_0291.pdf,Incident Report,Maria Schmidt,ORGANIZATION,IT Service Desk,0.85
